land_area_ha,families_affected,current_stage_index,days_in_current_stage,days_since_last_action,days_since_update,award_overdue,pending_approvals,pending_notifications,noc_pending_count,budget_released,has_legal_dispute,num_legal_cases,ownership_conflicts,compensation_pct,compensation_pending_months,rr_completion_pct,documentation_pct,stakeholder_response_pct,possession_pct,land_cost_cr,amount_paid_cr,project_value_cr,district_historical_delay_rate,prev_delayed_district,officer_responsiveness,funding_readiness,notice_delivery_pct,mutation_completion_pct,is_delayed,project_type_code,state_code
489.97,444,4,174,33,24,0,1,2,4,1,0,0,0,57.7,8,75.2,80.6,85.3,60.0,9154.62,5282.22,52835.99,0.52,2,8.5,92.9,94.0,65.7,0,12,9
268.98,617,2,297,595,169,1,2,3,4,0,1,12,5,26.2,25,43.6,62.0,22.1,29.3,338.75,88.75,2167.68,0.58,7,2.8,42.3,34.4,0.0,1,13,6
1901.93,1818,3,154,4,34,0,3,0,0,1,1,4,2,90.9,0,91.6,85.2,47.8,35.1,47880.31,43523.2,556269.27,0.69,20,6.2,90.6,89.2,0.0,0,12,6
412.6,1221,5,70,50,6,0,8,1,3,1,0,0,1,83.7,0,99.7,61.3,96.5,56.1,10501.81,8790.01,90132.37,0.61,15,5.7,56.8,92.8,77.0,0,4,4
1416.54,2174,2,43,44,18,0,3,1,2,1,0,0,0,76.7,34,75.5,91.8,51.6,26.6,35933.2,27560.76,311280.13,0.72,34,4.2,91.2,71.6,0.0,0,10,14
224.79,586,2,595,281,197,1,12,4,8,1,0,0,2,49.2,13,57.5,42.2,11.7,38.7,5865.71,2885.93,37402.4,0.78,20,3.6,45.8,65.5,0.0,1,7,1
1970.84,5000,5,157,48,3,0,2,1,2,1,0,0,1,74.2,22,52.4,61.6,84.0,94.3,11575.07,8588.7,151853.37,0.43,15,5.3,69.2,91.9,84.8,1,12,0
120.35,327,3,752,365,296,0,12,5,3,0,0,0,2,57.0,17,10.1,61.5,18.3,2.3,3995.26,2277.3,65200.21,0.58,22,3.0,12.8,68.1,0.0,1,12,4
729.08,740,3,918,230,79,0,9,2,2,0,0,0,4,29.6,11,19.1,34.7,42.8,21.7,15235.0,4509.56,78746.49,0.45,2,2.8,33.5,43.3,0.0,1,14,10
1315.75,2807,3,19,48,31,0,3,0,4,0,1,11,0,56.1,10,77.5,65.3,70.1,26.4,33102.27,18570.37,530811.34,0.38,8,5.1,71.9,89.0,0.0,0,9,7
347.73,429,5,126,7,17,0,6,3,2,1,0,0,0,51.2,26,84.7,81.6,95.7,83.3,13049.35,6681.27,37952.44,0.46,3,5.6,81.2,63.2,65.1,0,8,9
410.27,619,3,638,384,213,0,9,3,8,1,1,10,0,64.4,12,16.2,37.5,16.1,23.9,6697.91,4313.45,57647.66,0.69,17,2.3,59.3,68.2,0.0,0,10,4
944.74,3031,1,178,425,65,0,12,2,8,1,1,15,0,37.1,7,56.6,31.6,50.0,14.0,5828.72,2162.46,79212.97,0.6,19,3.9,49.2,66.9,0.0,0,9,6
172.52,603,4,108,69,53,0,3,1,4,1,0,0,1,64.7,12,42.5,92.5,93.8,80.8,1814.58,1174.03,8154.75,0.35,14,5.6,95.6,72.1,30.4,0,7,7
147.79,497,5,30,35,59,0,4,1,3,1,0,0,1,90.4,0,43.5,88.4,89.9,90.2,7149.24,6462.91,72263.89,0.49,20,5.5,72.8,87.6,85.1,1,6,7
685.27,1131,3,405,706,244,0,3,4,3,1,1,2,8,40.8,27,6.7,47.3,40.3,37.1,5018.34,2047.48,86364.75,0.39,7,3.1,28.7,37.7,0.0,1,9,11
1027.22,3205,3,490,304,262,0,4,4,2,1,0,0,6,69.6,18,52.1,55.7,51.2,27.6,29712.95,20680.21,108552.18,0.69,17,2.5,48.7,54.3,0.0,1,14,1
832.42,1423,3,478,639,200,0,4,4,1,1,0,0,2,88.0,0,44.1,81.8,49.2,35.2,21468.81,18892.55,158740.42,0.3,6,3.8,25.4,68.7,0.0,1,14,2
1685.96,5000,4,49,81,56,0,4,0,1,1,0,0,1,59.3,27,95.0,71.3,64.5,79.3,32122.66,19048.74,91762.1,0.5,18,5.4,93.2,97.4,60.9,0,12,9
1824.24,2705,1,800,357,50,0,8,1,7,0,0,0,4,54.9,10,50.0,60.6,25.2,4.1,60072.9,32980.02,1045322.43,0.62,8,3.4,36.2,58.2,0.0,1,9,13
1987.89,2396,4,83,88,46,0,2,3,2,1,1,1,0,94.5,0,58.9,57.5,99.1,77.8,20290.9,19174.9,155478.59,0.45,15,6.3,62.8,61.5,83.2,0,1,7
170.87,662,5,88,38,46,0,2,1,1,1,0,0,2,56.1,4,74.1,73.5,91.0,68.1,1181.65,662.91,8116.11,0.66,31,5.6,98.0,62.2,82.9,0,13,4
1859.03,5000,3,1010,659,308,0,10,1,7,1,1,3,1,85.6,0,48.3,35.2,29.5,34.6,89912.48,76965.08,317405.8,0.58,13,3.9,52.7,20.4,0.0,1,2,12
1171.42,4229,4,35,72,56,0,0,1,4,1,0,0,2,50.8,1,71.1,80.8,53.4,57.4,43244.22,21968.06,450253.2,0.61,13,5.3,87.1,87.6,34.1,1,8,8
487.28,1549,5,23,66,11,0,12,1,4,1,0,0,0,91.2,0,92.9,75.5,94.6,56.2,19869.44,18120.93,395829.0,0.46,17,5.9,67.1,99.5,66.7,0,13,3
247.91,620,2,165,48,51,0,5,3,1,0,0,0,1,71.3,3,48.8,67.3,52.2,23.9,9932.75,7082.05,173147.52,0.5,6,5.2,57.9,73.5,0.0,0,0,10
1220.71,3289,2,393,427,280,1,6,5,4,1,0,0,7,49.0,32,19.0,33.2,33.0,17.3,23020.67,11280.13,439854.18,0.64,14,1.3,39.6,29.2,0.0,1,8,6
1721.28,4257,2,120,10,53,0,7,3,4,0,0,0,2,57.2,24,92.6,63.2,56.6,47.5,28220.12,16141.91,496341.19,0.54,3,5.7,63.7,97.3,0.0,1,6,7
1238.06,3998,2,313,116,120,1,12,5,8,0,1,1,0,78.3,19,2.1,28.3,44.9,38.6,2251.35,1762.81,39176.3,0.43,12,3.4,39.3,48.9,0.0,1,4,12
1933.5,2928,0,345,485,274,0,4,5,5,0,0,0,8,39.3,34,0.2,21.4,25.5,17.1,39009.74,15330.83,120149.64,0.53,7,2.2,38.7,46.0,0.0,1,8,0
1772.24,4759,3,142,15,28,0,6,3,0,0,0,0,0,84.2,0,46.4,76.7,99.2,23.5,23054.21,19411.64,67915.41,0.51,25,6.8,78.7,99.5,0.0,1,4,9
626.21,2007,3,42,53,13,0,3,0,2,0,1,2,2,82.8,0,73.0,80.6,51.9,78.5,9704.27,8035.14,169495.02,0.57,7,5.3,80.8,63.9,0.0,0,5,12
945.39,2285,5,135,5,47,0,0,2,5,1,0,0,1,72.6,35,84.7,84.6,66.0,69.6,44510.79,32314.83,757929.57,0.77,11,4.9,83.4,86.9,45.8,1,7,1
1028.58,4048,4,57,3,53,0,0,2,4,1,0,0,0,84.3,0,97.4,72.7,73.7,94.9,9634.39,8121.79,94362.03,0.32,10,5.6,55.2,95.0,39.8,0,12,11
957.15,646,2,110,12,48,0,7,0,2,0,0,0,2,58.4,25,66.6,76.6,75.5,77.0,27574.42,16103.46,309822.31,0.53,15,5.0,66.3,77.3,0.0,0,14,14
1183.53,3877,2,75,69,28,0,4,1,0,1,0,0,1,96.8,0,97.8,73.6,46.5,65.6,26873.91,26013.94,201754.79,0.46,10,5.7,73.8,87.7,0.0,1,2,9
1419.17,5000,0,887,509,386,0,6,3,1,1,1,10,7,67.6,4,51.2,48.2,54.2,31.0,1459.96,986.93,11521.69,0.42,7,4.6,22.7,21.9,0.0,1,7,2
1229.6,2984,5,63,31,9,0,7,0,3,0,0,0,0,99.4,0,52.2,73.1,46.1,50.6,13081.62,13003.13,234795.69,0.49,4,6.6,58.4,93.8,69.8,1,11,3
1769.42,5000,4,158,57,35,0,3,4,4,1,1,1,0,55.9,19,96.2,98.6,82.8,73.2,32819.05,18345.85,149936.86,0.53,26,6.0,70.8,77.9,41.8,1,13,8
256.75,592,1,191,323,142,0,7,5,2,1,1,14,6,10.4,10,12.0,63.6,14.7,24.7,12375.85,1287.09,150878.6,0.54,21,3.6,27.4,44.4,0.0,0,10,3
392.27,1255,2,161,14,39,0,2,3,3,0,0,0,1,57.8,32,40.6,81.9,58.9,35.5,8285.84,4789.22,123462.06,0.48,8,4.8,70.7,93.4,0.0,0,10,10
552.35,1607,3,483,467,102,0,8,1,4,1,0,0,6,68.0,23,39.2,17.6,52.3,15.9,10737.97,7301.82,134791.41,0.71,26,1.8,17.2,40.3,0.0,1,5,1
826.08,2098,1,715,493,280,0,3,3,5,1,1,7,1,59.1,18,24.7,48.2,46.5,18.7,12240.04,7233.86,86793.3,0.37,4,4.1,19.3,49.0,0.0,1,0,3
1091.54,777,4,61,49,34,0,0,2,0,1,0,0,0,59.4,11,73.0,79.1,81.2,98.4,36992.71,21973.67,623829.66,0.79,14,5.5,82.9,93.2,76.7,0,0,13
1703.08,5000,2,69,13,44,0,7,1,4,1,0,0,1,87.6,0,76.5,94.1,89.0,68.8,9606.79,8415.55,65474.5,0.57,18,5.0,91.2,95.5,0.0,0,14,10
1148.94,4042,4,113,56,40,0,6,2,1,1,1,7,1,69.2,7,86.0,59.8,76.6,76.1,51027.31,35310.9,104982.03,0.63,14,5.5,70.6,79.8,33.6,0,14,13
477.57,778,2,177,88,50,0,5,5,6,1,1,5,1,83.2,0,63.8,69.1,99.1,26.0,15329.06,12753.78,159531.57,0.52,8,4.4,96.4,88.1,0.0,0,7,12
512.43,1600,2,79,70,46,0,1,1,2,0,0,0,1,79.2,9,87.7,83.7,98.0,49.3,353.45,279.93,5334.54,0.38,4,6.7,72.4,68.0,0.0,0,2,11
1508.88,3981,2,72,53,26,0,3,3,3,0,0,0,1,55.2,20,41.5,82.7,48.2,40.2,41153.38,22716.67,235454.79,0.52,14,5.3,70.4,95.6,0.0,1,13,8
244.31,927,5,48,63,53,0,2,2,1,1,0,0,1,96.7,0,53.5,57.8,77.2,70.0,2869.72,2775.02,43045.76,0.41,17,7.0,88.2,85.3,89.9,0,14,12
470.93,1066,5,89,75,19,0,1,1,3,1,0,0,1,91.2,0,75.4,81.9,92.9,73.5,11286.84,10293.6,29293.95,0.52,5,7.2,55.5,62.6,85.6,0,7,9
617.09,1388,3,106,17,41,0,3,2,5,1,0,0,2,60.2,36,87.8,95.1,60.6,68.8,1590.78,957.65,25960.45,0.5,5,4.5,91.8,63.6,0.0,1,2,10
586.64,1650,5,135,34,25,0,5,1,3,1,0,0,1,98.7,0,68.5,90.6,98.3,74.3,8219.03,8112.18,21585.83,0.66,15,6.8,69.1,80.3,75.2,0,9,8
1796.1,5000,1,571,594,76,0,7,3,6,1,0,0,8,27.6,4,5.1,17.4,39.2,38.8,10049.26,2773.6,59173.09,0.71,9,2.2,38.8,30.3,0.0,1,3,13
56.96,132,2,92,78,5,0,6,2,0,1,1,3,2,66.2,1,78.2,69.4,91.2,73.0,2689.64,1780.54,38666.41,0.61,3,6.5,88.6,82.8,0.0,1,12,6
1292.2,1243,3,70,81,0,0,12,1,8,1,1,5,1,83.7,0,92.8,57.3,73.7,74.8,21030.57,17602.59,413549.23,0.6,16,4.3,72.6,70.9,0.0,0,0,14
1838.91,3967,3,982,96,48,0,7,5,4,0,1,4,4,22.4,14,36.4,48.5,27.1,35.0,7780.28,1742.78,30002.21,0.69,16,1.8,36.3,55.2,0.0,1,9,1
603.02,2148,3,106,15,53,0,5,1,3,0,1,9,0,72.6,11,53.4,71.7,84.1,48.2,26128.43,18969.24,143229.21,0.54,5,6.5,65.0,95.6,0.0,0,2,12
1706.78,2799,5,129,50,4,0,0,0,3,1,1,11,0,93.1,0,88.1,62.9,88.3,57.6,72674.96,67660.39,1211987.79,0.36,14,6.4,80.0,80.8,66.5,0,7,2
585.45,1121,3,688,223,296,0,8,3,3,0,0,0,3,60.9,8,24.6,61.1,30.8,37.0,16448.15,10016.92,156619.03,0.62,16,3.9,47.3,50.5,0.0,1,2,4
1799.11,2664,4,115,36,3,0,4,1,3,1,0,0,2,57.5,11,92.2,86.0,87.8,51.7,65524.13,37676.37,585991.08,0.39,15,5.7,97.8,75.1,100.0,0,12,12
1603.32,3778,3,78,47,20,0,8,2,1,1,0,0,2,64.2,12,92.1,92.6,99.9,56.0,77380.76,49678.45,741596.53,0.35,10,7.3,55.5,85.9,0.0,0,10,11
481.02,1734,4,154,85,36,0,5,0,5,1,0,0,0,70.3,22,78.6,97.9,77.6,75.8,4727.91,3323.72,67433.72,0.56,12,6.3,85.3,73.2,99.6,0,12,10
1596.97,5000,3,983,615,235,0,10,2,5,1,0,0,8,30.4,35,53.0,18.9,38.4,14.6,47006.77,14290.06,629860.61,0.6,22,2.4,15.0,47.7,0.0,1,1,4
1601.21,4307,0,361,654,241,0,2,3,3,0,0,0,3,39.3,7,52.7,20.0,47.0,28.7,58033.51,22807.17,943905.49,0.52,10,3.8,12.9,62.7,0.0,1,7,8
879.94,1096,4,42,33,24,0,6,5,5,0,0,0,2,61.1,2,51.7,92.4,99.1,79.7,37512.82,22920.33,83571.14,0.52,25,5.3,95.1,99.1,94.4,1,1,6
740.2,413,3,54,33,20,0,7,0,1,0,1,15,1,97.9,0,74.8,74.5,64.4,21.6,32721.21,32034.06,305306.37,0.44,4,4.8,78.6,88.3,0.0,1,12,11
1994.07,5000,2,97,89,54,0,4,3,7,1,0,0,0,52.3,11,45.9,99.7,91.2,37.6,9328.62,4878.87,64265.41,0.64,17,5.0,97.1,72.7,0.0,1,10,10
1879.77,5000,2,760,501,330,1,3,1,1,1,1,1,7,16.4,8,30.5,34.5,52.4,25.3,71985.18,11805.57,700363.98,0.75,18,1.3,23.3,34.1,0.0,1,13,13
1449.22,4757,2,234,341,87,1,4,2,1,1,1,8,6,36.7,28,11.7,45.2,12.0,27.9,71029.54,26067.84,859521.01,0.52,4,1.9,26.0,31.4,0.0,1,5,3
1394.06,4713,0,730,496,94,0,9,4,5,1,1,7,0,92.7,0,47.0,58.6,43.2,28.4,11996.73,11120.97,42129.37,0.53,5,4.9,30.1,22.6,0.0,1,11,6
874.91,3261,0,313,319,280,0,3,2,3,1,1,6,1,51.1,32,50.2,59.6,32.1,20.4,41057.25,20980.25,694608.77,0.62,16,4.4,34.5,20.7,0.0,1,11,6
1801.0,5000,3,1158,178,312,0,2,4,8,0,1,11,2,95.5,0,49.3,23.3,34.1,3.8,5947.89,5680.23,94739.46,0.46,6,4.0,17.1,20.7,0.0,1,6,7
561.91,1343,5,375,240,263,0,5,2,5,0,0,0,2,57.1,19,46.8,77.0,46.6,57.0,23354.24,13335.27,253708.1,0.65,25,4.3,52.0,66.8,65.8,0,10,8
1187.03,4512,2,20,86,17,0,1,1,4,0,0,0,1,86.9,0,87.7,81.1,51.4,50.0,21497.58,18681.4,219428.68,0.62,4,5.5,71.4,67.5,0.0,1,11,4
424.07,1119,3,92,74,7,0,6,0,4,1,0,0,0,63.8,15,59.6,83.1,51.4,68.1,12238.32,7808.05,36462.97,0.34,12,7.0,76.6,82.3,0.0,0,6,9
1391.71,3805,2,124,88,15,0,5,3,2,0,0,0,1,63.2,24,44.3,78.5,82.5,52.5,56848.22,35928.08,485533.67,0.64,17,6.4,94.5,70.1,0.0,1,14,8
420.35,427,5,140,3,56,0,8,2,7,1,0,0,2,91.7,0,45.9,63.1,92.3,55.8,15879.66,14561.65,221781.07,0.38,17,4.4,66.4,72.5,82.1,0,2,11
974.55,1932,3,185,557,75,0,6,3,7,0,0,0,8,59.7,20,34.6,45.0,22.6,17.4,34929.47,20852.89,294800.22,0.68,6,2.5,58.5,34.3,0.0,1,4,4
1413.34,4807,2,122,69,30,0,0,3,5,1,0,0,1,93.1,0,79.2,91.0,66.4,22.2,42786.16,39833.91,182096.77,0.41,7,5.5,96.0,61.5,0.0,1,3,2
1719.91,964,4,90,28,43,0,4,3,5,1,0,0,0,72.4,6,69.5,69.4,51.3,54.1,52621.39,38097.89,948877.22,0.52,6,7.9,91.8,63.5,67.8,0,8,9
1344.37,896,2,61,58,10,0,4,1,2,1,0,0,1,83.2,0,61.3,62.6,52.3,36.3,16647.05,13850.35,67016.86,0.33,16,6.3,97.1,69.4,0.0,0,9,11
799.45,1974,4,120,16,60,0,6,3,1,0,0,0,0,65.9,34,53.8,78.5,88.3,79.4,930.12,612.95,5050.58,0.35,10,5.8,83.9,70.9,89.2,0,14,2
465.35,647,2,702,374,396,1,9,4,2,1,0,0,6,35.4,34,47.8,16.1,44.3,32.8,6606.85,2338.82,107394.26,0.3,6,1.6,21.9,21.1,0.0,1,7,2
1958.51,5000,2,107,47,5,0,0,3,4,1,0,0,0,65.3,1,75.9,80.0,89.2,68.2,65583.96,42826.33,1276798.92,0.39,3,6.4,82.5,71.1,0.0,1,6,2
754.21,2523,3,175,77,7,0,5,2,2,0,0,0,0,89.3,0,80.1,98.8,67.4,77.0,35327.53,31547.48,278989.53,0.5,8,4.5,81.2,80.1,0.0,1,7,12
1179.26,1291,5,170,19,19,0,2,0,2,0,0,0,2,97.1,0,66.4,76.3,58.1,54.2,7036.23,6832.18,134687.22,0.47,21,6.7,97.8,80.3,85.2,0,5,11
650.06,529,3,1076,358,205,0,11,4,6,0,1,8,1,12.6,25,33.3,15.2,47.1,22.1,27488.29,3463.52,172435.44,0.67,6,2.3,33.4,56.3,0.0,1,6,8
1294.38,4614,2,15,3,11,0,1,3,3,1,1,3,0,95.5,0,72.6,56.0,94.0,60.0,31181.63,29778.46,224063.49,0.34,12,5.3,95.2,87.6,0.0,0,10,2
1509.24,2836,0,753,305,388,0,4,5,1,1,1,3,2,65.2,3,24.4,34.1,43.3,24.5,66214.11,43171.6,353394.64,0.61,19,3.8,13.6,25.8,0.0,0,3,13
1597.47,5000,4,42,11,39,0,3,1,4,1,0,0,1,77.9,12,44.6,88.5,99.4,50.1,5204.44,4054.26,60992.34,0.51,20,4.4,70.7,70.2,84.7,1,12,8
1312.97,707,2,1200,140,351,1,9,4,7,1,0,0,4,60.9,5,41.0,20.5,19.1,23.6,53289.57,32453.35,730807.83,0.37,5,3.5,22.0,60.4,0.0,1,1,7
531.18,1139,0,211,554,360,0,7,5,4,1,0,0,6,22.5,27,51.8,29.3,39.0,32.5,12088.99,2720.02,101633.79,0.39,17,2.0,13.9,57.5,0.0,1,2,3
1130.32,3950,2,486,284,351,1,4,2,7,0,0,0,8,40.7,3,52.6,63.5,11.7,5.0,14561.12,5926.38,46291.9,0.75,12,4.0,54.8,40.5,0.0,1,10,4
1757.39,2976,2,411,571,264,1,5,5,7,0,0,0,3,29.9,9,12.8,20.7,31.9,31.6,36168.54,10814.39,456795.82,0.48,12,2.3,20.5,34.2,0.0,1,4,5
277.77,869,1,103,698,165,0,8,2,5,0,0,0,7,19.3,16,57.4,25.8,40.8,18.8,3089.45,596.26,30679.98,0.7,32,1.7,52.8,47.6,0.0,1,8,1
115.54,399,0,1178,501,215,0,6,2,7,1,1,14,2,31.2,31,52.4,56.4,10.2,9.3,1161.35,362.34,10894.61,0.64,19,2.4,45.2,52.2,0.0,1,4,8
1535.18,2051,3,1152,251,277,0,10,1,8,0,0,0,3,68.5,27,29.1,15.7,17.4,13.1,45599.13,31235.4,511032.11,0.53,14,3.0,11.3,43.2,0.0,1,10,0
62.71,159,1,822,198,66,0,5,2,2,0,0,0,7,65.7,32,41.0,49.4,49.3,8.5,1977.96,1299.52,9233.66,0.44,20,3.2,10.1,33.6,0.0,1,7,0
342.88,681,2,196,150,225,1,7,3,7,1,0,0,4,51.8,10,36.2,63.6,33.2,3.4,2295.04,1188.83,16368.33,0.73,24,3.0,29.5,35.4,0.0,0,4,4
800.53,2034,2,982,225,61,1,4,4,3,0,1,13,0,60.6,19,35.4,25.3,35.0,37.2,9040.27,5478.4,68477.09,0.32,13,1.4,55.7,29.2,0.0,1,4,5
551.48,720,4,71,25,44,0,1,0,3,1,0,0,0,68.0,17,96.8,80.6,98.3,50.2,25297.35,17202.2,361692.1,0.71,10,5.9,61.4,91.9,89.3,1,2,14
1819.74,1691,3,80,33,15,0,0,1,2,1,0,0,1,90.1,0,94.5,63.4,66.9,24.7,7748.01,6980.96,30258.18,0.69,16,6.9,65.8,97.9,0.0,0,12,1
815.46,2388,0,481,208,349,0,12,2,7,1,1,9,5,53.5,29,52.4,37.0,39.2,0.1,17910.95,9582.36,249461.74,0.68,25,2.6,43.6,46.5,0.0,1,13,8
577.89,1030,2,492,336,172,1,12,2,7,1,0,0,3,51.8,27,44.5,47.1,37.9,34.0,15552.0,8055.94,162339.19,0.49,5,1.5,12.8,49.5,0.0,1,3,10
582.07,1971,3,180,281,349,0,4,3,4,0,1,7,0,63.8,2,33.9,21.8,50.9,25.6,17649.85,11260.6,293110.29,0.62,24,2.6,25.8,36.3,0.0,1,9,4
1593.34,4825,2,628,301,138,1,10,5,6,1,1,7,4,21.5,18,23.4,16.0,40.6,32.2,8697.19,1869.9,37704.55,0.64,8,2.5,17.5,26.1,0.0,1,8,10
238.52,481,1,267,606,70,0,11,1,6,1,1,5,3,60.6,35,3.0,41.8,45.2,4.6,634.68,384.62,4894.35,0.76,8,1.3,47.8,61.0,0.0,1,1,13
1160.58,1446,1,363,140,376,0,9,2,2,1,1,11,4,48.6,24,18.1,26.9,24.5,10.9,45729.77,22224.67,909425.48,0.68,18,3.4,14.2,35.6,0.0,1,11,14
1943.69,4157,3,714,401,237,0,3,4,8,1,0,0,2,56.5,24,48.5,21.7,44.9,15.9,15218.07,8598.21,122827.92,0.59,20,1.6,26.5,26.2,0.0,1,8,4
1339.8,3941,5,173,51,22,0,5,0,1,1,0,0,2,66.3,5,69.9,58.6,66.7,71.7,38168.29,25305.58,149522.16,0.43,20,6.8,94.5,83.7,75.6,1,7,3
1530.3,4759,1,575,218,359,0,3,3,4,0,0,0,4,20.0,28,33.6,22.2,47.7,39.9,5422.91,1084.58,85578.66,0.5,4,1.6,22.7,36.7,0.0,1,7,5
295.28,482,2,98,8,24,0,10,1,5,1,0,0,2,62.7,19,59.5,65.4,68.6,76.5,7428.17,4657.46,56013.89,0.34,11,5.1,87.6,99.3,0.0,1,11,11
54.63,37,5,77,25,40,0,0,3,3,1,0,0,2,52.6,6,99.5,86.8,92.2,91.4,414.77,218.17,5219.69,0.51,18,7.0,66.7,98.9,68.6,1,14,0
969.92,3233,5,43,4,48,0,0,3,5,1,0,0,0,86.5,0,71.7,73.2,75.7,88.0,43420.25,37558.52,792524.48,0.45,22,7.4,73.0,87.3,82.3,0,13,12
1386.38,3953,4,60,40,31,0,11,5,1,1,0,0,1,57.3,22,90.3,62.1,94.5,92.0,53112.26,30433.32,918530.79,0.4,2,5.4,59.9,79.5,32.8,1,13,9
212.05,331,5,34,0,57,0,3,1,0,1,0,0,0,75.6,9,66.6,77.2,76.6,53.7,9566.23,7232.07,97486.88,0.65,12,6.5,55.0,88.1,75.1,1,10,10
1844.36,5000,3,57,33,58,0,3,0,1,1,0,0,2,78.1,6,55.8,80.1,56.2,64.0,23798.32,18586.49,271034.93,0.68,17,5.3,84.6,70.2,0.0,1,13,4
802.48,1023,0,1113,286,75,0,5,1,8,0,0,0,4,14.7,22,2.9,30.0,29.7,27.6,2597.97,381.9,15525.35,0.52,16,2.0,57.2,25.2,0.0,1,13,12
749.24,1207,4,27,71,58,0,0,3,3,1,0,0,1,81.7,0,99.6,96.1,69.5,72.1,2420.78,1977.78,40324.82,0.48,4,7.0,78.2,86.9,64.6,1,3,10
1492.14,3110,4,27,32,41,0,2,0,5,1,0,0,0,57.6,22,53.0,82.0,54.2,84.6,10807.12,6224.9,202857.26,0.45,12,7.4,56.3,76.5,71.1,0,12,2
1996.86,5000,4,162,46,19,0,2,1,0,1,0,0,2,95.8,0,56.8,62.6,45.1,80.1,31484.3,30161.96,145204.75,0.67,30,6.4,68.5,91.0,88.6,1,12,4
828.12,1780,3,776,533,312,0,4,5,2,1,1,5,3,24.2,29,24.3,44.8,13.3,18.3,31769.37,7688.19,311095.71,0.59,27,2.3,27.9,58.9,0.0,1,12,6
920.31,933,4,45,46,52,0,0,0,5,1,0,0,0,86.6,0,64.0,68.6,96.0,88.4,25252.92,21869.03,477020.94,0.49,16,6.5,59.8,85.0,64.1,1,13,8
334.66,725,2,154,84,49,0,7,2,4,1,1,9,2,60.4,4,71.7,68.9,61.0,54.9,3427.16,2070.0,46894.93,0.41,13,4.7,64.0,69.9,0.0,1,5,3
955.7,3208,2,878,115,94,1,11,2,3,0,1,6,6,13.2,1,32.1,36.9,31.5,11.7,32948.61,4349.22,540597.74,0.6,22,2.6,58.3,28.7,0.0,1,14,4
485.08,802,1,1098,337,161,0,2,3,5,1,1,10,2,63.8,10,98.0,55.7,41.7,35.9,15024.08,9585.36,159804.72,0.47,13,3.0,43.6,49.2,0.0,1,8,10
867.39,1444,1,955,482,209,0,8,5,8,1,0,0,2,33.2,32,38.8,36.7,50.9,16.1,17306.67,5745.81,280508.36,0.67,16,3.0,55.7,61.1,0.0,1,7,1
461.64,795,2,14,36,22,0,7,2,3,1,0,0,2,78.0,2,51.5,96.1,98.1,50.0,12911.17,10070.71,213706.83,0.41,18,6.0,72.9,82.7,0.0,1,10,7
1900.54,3234,2,18,40,33,0,4,0,2,1,1,4,2,81.7,0,81.6,81.9,57.6,70.7,70260.96,57403.2,391496.56,0.43,9,6.1,97.3,98.9,0.0,0,2,12
1814.66,3267,4,170,68,10,0,4,2,2,1,0,0,1,98.7,0,54.0,65.4,90.8,54.2,26110.64,25771.2,81936.12,0.64,19,4.4,80.3,63.3,34.1,0,4,8
343.26,938,0,658,525,323,0,6,1,1,0,1,2,6,38.2,1,16.5,29.5,19.7,2.7,13308.94,5084.02,172262.73,0.72,16,2.4,13.1,50.9,0.0,1,5,14
1802.35,5000,4,72,37,26,0,3,1,4,1,0,0,2,92.7,0,80.6,74.2,85.5,86.9,44043.31,40828.15,394225.67,0.45,19,7.4,93.4,82.8,95.4,0,12,0
1968.48,2657,1,1070,119,303,0,9,2,8,0,0,0,3,66.0,3,0.2,60.6,22.4,10.0,73762.79,48683.44,1405106.32,0.51,22,2.1,38.8,50.8,0.0,1,13,8
1241.66,1513,2,24,47,7,0,1,0,4,1,0,0,0,99.1,0,94.1,78.9,52.0,75.2,46105.14,45690.19,487153.08,0.72,13,7.0,98.0,67.5,0.0,0,8,4
90.51,55,4,84,89,54,0,5,0,1,1,0,0,0,73.4,1,84.6,62.1,54.8,76.0,3676.09,2698.25,56010.04,0.32,9,7.1,67.2,80.9,76.8,0,10,5
338.85,891,4,78,44,18,0,3,1,0,1,0,0,1,95.9,0,76.4,57.9,45.1,78.0,2941.92,2821.3,52940.58,0.56,7,7.0,56.8,73.6,70.1,0,2,3
1091.8,2331,2,140,174,112,0,2,2,6,1,0,0,1,53.8,13,40.9,21.8,13.9,6.0,36669.3,19728.08,500402.12,0.64,16,3.1,30.0,44.4,0.0,1,3,14
306.97,611,2,174,46,43,0,7,5,2,0,0,0,0,74.2,10,40.6,98.9,86.7,27.9,2948.38,2187.7,10243.71,0.34,16,4.9,68.1,63.2,0.0,1,1,5
727.06,2583,2,167,24,12,0,8,0,5,1,0,0,1,75.0,17,82.9,64.4,92.5,25.8,32698.73,24524.05,551138.65,0.52,26,7.2,80.9,74.6,0.0,0,8,0
1581.87,5000,2,380,536,292,1,3,1,7,1,1,14,6,37.5,3,45.8,17.8,26.1,16.9,17209.64,6453.61,287282.86,0.44,18,1.4,58.9,46.3,0.0,1,5,2
776.67,850,5,77,79,43,0,8,2,0,1,1,10,2,66.0,31,92.6,66.5,72.3,83.5,9208.72,6077.76,22436.54,0.36,16,6.8,90.3,96.5,45.0,0,10,9
1088.12,1820,3,1147,264,327,0,7,2,3,1,0,0,1,24.0,4,14.3,21.4,45.2,31.2,43995.68,10558.96,200726.44,0.52,7,3.5,14.1,63.8,0.0,1,2,0
